mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,emotion
-735.9587,83.71625,8.720739,16.973064,1.3004172,16.308208,-2.9989035,8.180385,-9.681773,1.4794086,-8.105539,-3.2144182,3.27963,0.31779978,2.817018,-0.34872127,-2.9823353,1.2632202,1.0595356,-2.9681041,-2.5794728,-1.8215865,-1.6087784,0.56213856,-4.688035,-3.7237332,-0.39201418,0.1016697,-3.5758033,-2.924894,0.5133109,-1.1766059,-3.2791839,0.8971122,-1.9701834,-1.853939,-0.55244946,-2.6094398,-2.007781,-1.0270191,calm
-724.8058,83.05965,0.8636634,13.715781,5.3935223,15.34207,-3.8907716,6.682707,-9.109154,-2.3108945,-7.557554,-2.6653073,4.4087,0.14785653,1.0969508,-0.12487274,-4.136439,-0.09255688,1.5357997,-1.9606645,-3.120945,-1.0665368,-0.7461588,2.244482,-4.4618015,-2.869207,-2.047135,0.80569756,-3.4585025,-1.2835165,0.78016394,-1.3988305,-2.0538995,0.47394875,-1.0737795,-0.7795569,-1.4536699,-2.3258748,-2.7308962,-2.0387223,calm
-679.53876,78.69846,0.6677381,10.390019,5.2070203,11.5252285,-7.0435305,2.0349185,-6.769452,-3.4523165,-8.604058,-2.1430967,2.153603,-5.7758937,-1.6065859,1.3426598,-3.685317,-2.2485824,2.962755,-2.2755644,-5.540474,-1.7210922,-1.0960617,-1.7761083,-3.8315887,-2.8404799,-0.49156967,-1.1081339,-4.480332,-1.8882798,-1.4461466,-2.3935592,-3.66927,-0.49370503,-1.3198105,-3.2003286,-0.40073362,-2.3981786,-2.7368388,-1.246355,happy
-658.3063,78.063484,-0.78696334,10.139039,8.304726,12.286283,-4.871698,0.5241582,-5.5969224,-3.2145643,-9.875024,-1.7062539,3.7575343,-5.973937,-0.33157283,2.978453,-3.0217645,-2.56812,3.6451254,-2.1180198,-5.375608,-2.093978,1.6240494,-1.1843982,-3.4878762,-3.219388,-0.426615,-1.2460377,-5.856864,-0.63024515,-0.46622032,-1.6577942,-2.3192806,-1.458005,-1.349073,-3.2940538,-0.007916128,-1.3784137,-3.1171267,-0.79918444,happy
-693.60925,77.67328,2.3561034,12.037886,5.2729096,9.537619,-5.2778487,3.814017,-8.264009,-3.2064867,-11.793282,-2.4545703,4.334239,-4.8832984,-2.1284635,2.0463533,-3.1290445,-1.5454041,3.1501718,-3.032046,-4.2286024,-1.6262956,-0.13141297,-2.0115032,-4.5329547,-2.124431,-2.6634705,-0.58327794,-3.9130845,-2.240809,-0.5822532,-1.6909922,-3.7925246,0.030992059,-0.8207782,-2.3679042,-0.6734986,-2.0501907,-2.4261017,-1.1997957,happy
-683.93146,74.13294,1.0578566,17.886679,6.339445,11.593822,-5.891603,6.8250275,-6.5876675,-1.8747079,-10.637551,-2.1259458,2.790956,-3.7434037,0.07247785,2.1894684,-2.9835162,-1.3212404,3.2872798,-3.3843741,-4.5398107,-1.524589,-0.5493213,-1.0891923,-4.567564,-1.847011,-2.226486,-0.4184006,-3.8095338,-2.6951325,0.022677543,-1.1722952,-4.315626,-0.29629806,-1.4798708,-2.2765543,-0.51021194,-2.18103,-2.1710746,-1.2014515,happy
-627.4205,67.704384,-6.669489,9.967615,-3.0760913,7.208737,-5.0634565,-2.9935553,-10.524828,-4.9895763,-8.107446,-8.362473,0.33147848,-4.2436495,-5.219749,0.21778564,-4.3218575,-4.6360445,-1.4735872,-3.0157268,-5.5171285,-2.4348655,-1.3653436,-4.1196713,-4.51203,-3.3126726,-3.6878445,-2.3038878,-4.781651,-2.5594137,-1.9499012,-1.694022,-1.247,0.8549284,0.9328427,0.4561532,-0.37700373,-1.5009383,-1.9258796,-1.2331254,happy
-591.9702,72.971,-6.905822,4.6451464,0.41286418,8.77231,-4.154122,-3.5272968,-8.41551,-5.53817,-10.657866,-7.126159,4.071781,-3.4832249,-5.4047914,0.8693357,-2.3556378,-4.4506507,-0.57840705,-1.7785734,-6.545405,-4.639688,-1.144025,-3.5678375,-4.9191566,-4.1422744,-3.9449704,-1.9511943,-4.340653,-2.6003568,0.0098124305,-0.9525535,-3.201998,-0.6739313,0.5550261,-2.3130927,-2.036821,-0.4739959,0.7139253,0.7556539,happy
-554.2307,70.283676,-10.080169,11.619575,-1.2718133,10.0290985,-6.932471,-0.29826075,-9.17895,-6.3009877,-12.87689,-5.181731,3.7896857,-6.8733644,-3.9640012,1.6868478,-3.32886,-5.559685,0.8023906,-1.9896815,-7.0700197,-2.7475646,-0.67331463,-3.8868592,-5.28272,-3.9329636,-2.823719,-2.5137646,-5.8452616,-2.6460056,-3.2979717,-2.9057572,-4.4308567,-2.3118117,-2.7097282,-4.369153,-0.90143496,-0.36411542,-1.4369469,1.6491854,happy
-568.1388,70.80917,-8.760222,11.967098,-2.9723804,10.001248,-8.551405,0.027818339,-9.052507,-6.3288474,-12.138224,-7.093578,1.7016895,-5.7180758,-3.0275192,1.1591641,-2.6721177,-5.5882483,-1.0657127,-1.95952,-6.8103833,-4.4911523,-1.1121565,-2.5702627,-5.15708,-4.7329016,-2.7157762,-2.1995072,-6.433728,-3.5491924,-2.5800998,-2.4217777,-5.154196,-2.4990623,-2.6673243,-3.7230113,-2.9257803,-1.8580989,-2.6327937,-2.1749992,happy
-715.8727,74.9853,2.9195237,11.441712,6.9607286,13.466071,-6.72605,4.7315598,-6.0603504,-5.0608444,-7.6180463,-3.5482144,-1.2796024,-3.5052683,1.5040185,-1.6673055,-4.6470814,-1.398722,0.42264083,-3.0675159,-3.5612204,-3.608915,-2.360362,0.18047133,-3.6961973,-3.8520033,-1.9938283,-0.61822903,-4.460588,-2.0738494,-0.55384487,-2.5048208,-2.6100934,-1.668118,-0.905493,-1.8386655,-1.747307,-1.3653858,-1.9686563,-1.5951759,sad
-732.4855,80.96551,3.486698,13.031231,8.979398,14.107941,-4.7872906,6.040529,-4.208775,-5.16262,-7.1502514,-4.6642747,-0.31327248,-2.1768181,-0.45821697,-1.0323428,-2.9702642,-0.028320683,0.24600048,-1.661396,-2.221555,-1.8605199,-1.1843706,1.2160261,-3.4273987,-3.7494137,-0.946119,0.095698,-3.8884897,-1.7439624,0.07629951,-2.0458455,-1.9808112,-1.1088154,-1.7234302,-1.6846809,-0.90431035,-0.77341133,-1.7357408,-1.7303202,sad
-766.6507,73.99263,2.4763808,10.077653,7.928804,11.792142,-5.2503986,4.0385647,-4.807725,-4.9669833,-7.7130537,-2.5745974,0.20226555,-1.4582433,-0.09136564,-0.9052931,-2.4779253,-1.9300303,0.17508848,-1.3837141,-3.835055,-4.409331,-0.49962643,1.0700343,-3.8963583,-3.0342016,-2.3421688,-1.0309314,-3.9242477,-1.9133875,0.16074596,-1.4910146,-1.4070647,-0.050361678,-1.7097124,-0.8784842,-0.23511341,-1.3237718,-3.3786516,-1.0370682,sad
-736.81494,70.96664,4.8449187,13.2525215,7.9328127,11.802074,-4.9299836,6.692443,-3.7731934,-5.046368,-8.592158,-2.9672074,-0.1479453,-3.3797421,0.6299928,-0.12634215,-2.5132236,-1.9836738,1.3922099,0.13401192,-2.8598235,-2.5119689,-1.2122017,1.3082082,-3.6622906,-3.655927,-1.4567018,-0.7138877,-3.249944,-1.7579454,-0.41917324,-1.118916,-2.8217332,-1.6057994,-1.7481611,-0.4092639,-0.37306386,-0.83902496,-1.4029135,-1.067403,sad
-704.1285,77.837975,5.0968413,14.805322,8.49169,14.999448,-6.490629,5.851003,-5.3327923,-4.5298414,-6.2781534,-1.552901,0.5103896,-4.0415516,0.811539,-0.8273821,-3.6847048,-1.7788117,1.9421068,-2.2469885,-3.2226808,-2.7722187,-1.696434,0.19081749,-2.7372365,-2.7511287,-1.7722872,-0.36888242,-4.9468603,-1.9291247,-0.75270057,-1.7337325,-2.1706603,-0.41602337,-0.1368528,-1.0945629,-0.43080324,-1.9481626,-0.8935877,-1.6140401,sad
-652.24115,69.28093,-3.692371,11.728851,3.0127633,11.101811,-6.1069927,-1.5688689,-6.384502,-5.752694,-10.740143,-4.3840003,1.1800429,-6.008564,-2.2729588,0.70329905,-3.6963775,-4.539521,1.7904214,-3.0540357,-6.212289,-2.3027375,0.54561263,-1.1767192,-4.405317,-2.8589842,-2.4877415,-4.152132,-4.5278826,-1.9703504,-2.4615774,-1.4147753,-3.1768486,-2.5488355,-0.99259204,-2.0884802,-0.84824127,-2.4045784,-2.594049,-2.378526,sad
-650.43463,71.005745,-1.6740124,11.137108,6.426337,11.243235,-6.4243813,1.043488,-7.5295334,-6.578289,-13.766916,-3.7808657,1.1671073,-6.466519,-1.8466762,0.44993588,-4.204725,-3.6649122,1.6820558,-1.8880976,-4.993597,-3.5044808,-1.2243038,-1.6040494,-3.9356692,-4.6879363,-3.0842369,-0.77356124,-5.076793,-3.8286033,-1.9610488,-1.5175934,-5.2060003,-2.0292227,-1.5557456,-3.1739335,-1.2354316,-3.2201936,-2.3302746,-2.194348,sad
-636.48676,70.95319,-4.674072,14.9717245,3.303352,11.239858,-7.639233,1.0996047,-7.3877835,-5.9723315,-11.932848,-3.008971,1.6879239,-5.366695,-1.5202535,0.6162873,-5.0215516,-4.0088167,2.2532144,-3.006332,-5.5013757,-3.3779,-1.5058589,-1.4256324,-4.7549334,-3.3861935,-2.7200418,-0.6074736,-5.568753,-3.0666003,-1.2760773,-2.1892467,-4.2404237,-0.82604736,-2.1374042,-3.278034,-0.46189615,-2.9092548,-2.4886181,-2.4560218,sad
-578.98865,62.405315,-8.723745,13.807444,1.7894554,6.853797,-6.779374,1.6812309,-3.129483,-0.87246543,-9.711343,-3.9222546,1.1898443,-3.7243233,-1.9656613,0.19435602,-4.415188,-2.1147542,-0.7156224,-3.3726478,-3.651947,-1.7032433,-2.40775,-2.8732224,-3.9118767,-2.848507,-2.7752292,-2.2486777,-4.210746,-2.3585815,-1.4836942,-1.6866089,-3.3582726,0.31064293,-0.57964057,-2.3427474,-0.46525297,0.010034072,-1.2519864,-1.4526057,angry
-558.0903,60.273037,-9.1174965,13.649889,-2.485257,6.0296597,-7.8237543,0.52188706,-7.946145,-5.875875,-9.344623,-5.446145,-1.7070966,-5.1905107,-4.1864047,-1.3533067,-4.8050766,-2.6292021,-1.974268,-4.780808,-4.972579,-1.2799162,-3.4028103,-3.9719522,-3.3627903,-2.5095763,-3.1481738,-0.5334844,-2.3583155,-0.6066123,-1.4692943,-0.7639975,-2.621752,-0.9681872,-1.6112051,-2.7582586,-1.6067156,-0.99228317,-2.5597982,-1.6857024,angry
-595.0243,58.63152,-2.327618,13.655265,2.5868275,7.255311,-6.0467424,2.112173,-5.78033,-4.3421254,-9.432347,-3.4377162,-0.095187165,-5.3476505,-0.6031703,-0.7174795,-4.5572424,-1.592443,0.04615473,-2.8753767,-5.7461805,-1.4012327,-1.0356464,-2.94439,-4.6503825,-3.4400973,-1.8095429,-2.1046824,-4.291373,-2.7670536,-1.8389455,-2.3171694,-3.6732938,-1.4841696,-1.4856932,-2.1283062,-1.4127327,-0.5362483,-1.6430424,-0.59068227,angry
-557.4183,59.952057,-3.6888149,12.916796,-0.0137892505,8.49737,-7.3896723,1.7407537,-4.216524,-5.3085866,-10.202172,-4.530848,0.6808322,-4.907952,-2.2346215,1.4346284,-5.0419836,-3.2938826,0.45916703,-3.1179285,-6.183762,-0.5849997,-0.112204835,-3.3723614,-5.1783013,-2.5422726,-1.5588963,-2.37086,-4.3364015,-1.4830896,-2.547075,-2.7667751,-4.0104623,-2.1709714,-1.7560532,-2.707897,-1.2079598,-0.74921,-2.1718042,0.17065817,angry
-382.96606,53.877857,-23.295197,4.5904512,-9.281444,-0.87772375,-10.370431,-2.3168542,-15.354205,-8.7570095,-11.345288,-7.9053793,-5.038463,-4.7146053,-5.813763,-4.9152923,-6.5324554,-2.7156062,-1.5495614,-2.796807,-5.142219,2.3982217,1.8161958,2.1084547,2.2282655,3.158069,2.104255,5.0286856,-0.74232143,1.2308384,-0.452903,0.08899814,-1.5881515,1.2201176,2.4586213,0.20084019,-1.4566565,0.64360946,-1.3688105,1.4259813,angry
-398.33093,52.28169,-28.397718,12.267397,-10.859696,3.720289,-12.748707,-1.972765,-11.157867,-6.1966987,-13.095329,-9.452902,-1.8068535,-7.410354,-6.0526714,-2.0691097,-4.8386726,-3.399389,-3.4706447,-5.3630595,-9.279022,-4.752757,-3.8221328,-6.764242,-6.641278,-2.9140208,-2.3501709,0.41428587,-0.6733763,3.975409,3.722073,1.8582014,0.7940174,1.6372222,-0.8611492,-2.0218961,0.6553016,3.1634188,0.65086627,0.35532397,angry
-433.96576,53.986023,-22.437214,10.337305,-7.014483,4.446643,-9.936925,-1.8927364,-10.486031,-7.3606796,-12.758347,-6.5644193,-1.5250014,-6.7763195,-6.6401267,-0.27967206,-6.8068047,-2.4216254,-1.3657223,-2.9342387,-8.120315,-1.1421194,-2.1080093,-4.542736,-3.9271774,-0.74589044,-2.3398943,-0.27675244,-2.4281511,1.9665966,-0.8740689,1.5456332,-0.44693354,0.2947555,-1.1272589,-0.23131917,-0.35714516,1.4205973,-0.6114757,0.057615783,angry
-338.97913,44.90493,-24.296865,3.921227,-13.2807255,1.4560022,-13.051088,-4.972659,-16.886797,-7.3687496,-14.381403,-8.851163,-2.0966728,-5.753723,-8.464537,-3.0317612,-6.528353,-1.3251548,-2.688012,-1.4880204,-4.397647,2.116338,3.926384,2.3826792,-0.78019434,2.5674608,-0.33689693,3.5442564,-0.477913,2.5433602,-0.7749379,-1.4670061,-3.1399105,-0.72367066,-1.0924182,-0.18139623,-1.6657664,-0.44449967,-2.8668292,0.044492166,angry
-620.86926,72.92555,3.069638,15.845615,5.0054407,15.862975,-6.974336,2.5582347,-6.399506,-6.247275,-8.1957035,-2.013455,0.49049425,-3.3970265,3.7888982,1.4706992,-3.016171,0.39531073,5.018989,0.32392135,-2.9652,-1.3875881,-0.32367265,-0.65241086,-4.0369067,-2.1895971,-1.3085161,-1.0928925,-4.2408395,-2.1090763,-0.5209193,-1.2811072,-2.135622,0.15258029,-1.7687125,-2.7610385,-1.0381207,-1.5229264,-2.2065668,-1.8548942,fearful
-635.4471,72.67471,-2.9517865,10.282644,2.1318831,12.7642765,-7.8575144,0.4886411,-9.560815,-9.200944,-11.435256,-3.8575084,0.2552432,-6.7513337,-1.3516307,-0.6015886,-5.1504917,-1.9447656,3.1450768,-1.7508795,-5.561813,-3.0391297,-1.3706186,-1.9431256,-4.608194,-2.9367194,-2.1323483,-2.656546,-4.664027,-3.0016356,-1.7838424,-2.8599732,-4.2806277,-1.4847786,-1.8966845,-3.0599303,-3.1001484,-2.7270381,-2.3021538,-1.9279178,fearful
-646.4345,74.19784,4.969642,20.310244,7.6789846,16.816557,-2.4131548,6.36743,-4.006638,-2.782018,-5.332043,0.042265996,2.033845,-1.7324253,2.2289164,1.9312273,-1.9456042,0.5252427,3.9149904,0.6658207,-0.974335,-1.463912,1.3930211,2.3822556,-2.203944,-2.7682226,-0.8335558,0.47433382,-3.6016896,-1.8772748,-1.4490094,-0.6990938,-2.5916293,-0.494189,-0.58969474,-2.2659028,-0.7147046,-1.3590322,-1.180966,-1.4167787,fearful
-648.97406,78.302345,-1.7424381,14.431586,6.241876,14.4565525,-5.611793,4.6549683,-8.24646,-6.148351,-7.476689,-0.21183348,0.59373444,-1.9911116,0.9711016,0.013414514,-2.9713142,0.89712787,1.8041453,-1.2302074,-1.6208378,-2.9808757,-0.3607667,2.5097406,-3.8747132,-3.5998275,-0.17097665,-1.5207523,-3.6436508,-1.801743,-1.1078,-1.9557543,-3.6016264,0.26306936,-2.0154486,-2.0125258,-1.3400179,-1.6878451,-0.8708208,-2.5261834,fearful
-474.58643,74.83671,-14.510592,9.21777,-4.863628,11.183942,-1.2733643,3.74777,-9.133905,-9.74228,-9.53531,-3.4553618,3.3027103,-2.2480285,-3.310649,1.1273918,-3.969299,0.26138896,4.36628,3.6420317,-3.3935666,-3.8168306,-0.9816158,-1.5469205,-4.7732053,-0.8499901,-1.340397,0.5184464,-1.2662385,1.351644,1.3324484,2.4823716,0.49745157,1.8495871,3.0887077,0.2351566,0.5432257,4.392914,2.0579858,1.8122873,fearful
-433.3269,61.518326,-13.174423,0.06451032,-7.5669017,10.038398,-4.9071875,-2.5612373,-12.315669,-12.537487,-11.446819,-8.186242,-1.3809906,-7.9379115,-7.4867306,-3.9536462,-6.169226,-2.4556212,0.49967787,-1.832733,-8.278387,-6.076615,-0.8322013,-3.3332453,-4.864748,-4.014605,-2.3342044,2.1004632,1.086003,3.954269,4.426285,4.6572146,2.1919816,1.5543208,3.014403,1.2065573,3.4741068,5.101146,2.4098866,1.6561221,fearful
-400.78815,62.260452,-16.549139,5.909251,-9.460677,5.0568066,-7.2992,0.83104795,-14.260063,-13.714011,-12.319691,-9.456751,-2.0069785,-5.839815,-8.224827,-4.6329947,-8.457231,-5.3880634,0.21276905,-0.3038811,-9.1781645,-5.0295935,-1.8466152,-3.6866786,-4.910039,-2.5092757,-2.449053,0.74554163,-0.52975005,4.1460013,5.7547965,7.3733854,4.208984,4.670769,2.6336148,-0.39634603,0.65049493,2.0769148,1.6700145,2.7474709,fearful
-452.25665,64.263695,-13.6770115,5.033825,-7.8362937,9.111504,-4.4770555,-1.2374461,-15.050166,-9.26992,-12.923944,-9.0727215,2.0990417,-3.0518131,-7.781033,-4.406827,-6.310906,-3.8765926,1.2787122,-1.2570752,-8.41102,-5.2236543,-1.232408,-2.9414842,-6.339103,-3.071443,-3.2436197,0.49756423,-0.89367235,1.3057175,2.97019,3.969852,3.0248644,3.792525,4.580736,2.9709115,2.3511393,3.790526,1.4083436,1.2200097,fearful
-681.2215,78.88362,0.1286749,11.79581,0.98765963,13.565272,-6.526605,3.7329946,-9.42451,-3.3148096,-10.4992075,-4.464769,2.7165937,-5.9511933,-2.682945,-0.8417772,-6.400972,0.051955715,-0.35102656,-4.6401844,-2.6263683,-3.434622,-1.7358792,-1.9383061,-3.4615874,-2.3780181,-0.108106546,-3.1465926,-4.10348,-0.21748541,-1.7136936,-1.0425457,-2.3296957,-0.37061235,-1.5844686,-0.65834093,-0.25329015,-0.84603786,-0.3729041,-0.41762096,disgust
-653.0073,65.54431,1.4677504,11.092944,-4.3168125,13.434915,-7.126188,1.5093213,-10.470179,-2.389424,-11.835937,-3.84144,0.76906383,-4.3133135,-4.427698,-1.6403444,-4.27554,-0.85027045,-0.9075602,-3.9347482,-2.908688,-2.6862526,-1.1199797,0.5212971,-3.4299083,-0.9761185,-0.9173057,-3.1429162,-3.3064666,-0.632311,-1.5831846,-1.8664144,-2.9366035,-0.32431775,-0.7742036,-0.49521106,-0.18353172,-1.4065915,-0.82425654,-0.720638,disgust
-700.34393,84.596725,5.775723,14.642682,3.4342353,12.270109,-4.2028184,8.19937,-12.218773,-3.790657,-6.892418,0.20407356,-0.93694717,-2.4299724,-0.43927637,-0.21022025,-4.7403193,-1.789356,1.014991,-2.3585024,-2.874453,-1.5963582,0.04474298,-0.5961133,-6.4870024,-3.0722573,-0.6107771,-0.53820586,-3.95252,-2.0824878,-2.5149827,-1.5659105,-2.5789902,-1.4988446,-1.1299442,-0.80126137,-2.0289526,-2.0476034,-2.1107259,-2.0975451,disgust
-693.2808,68.034035,1.9750909,11.899816,2.2685304,9.418974,-4.04369,7.1341934,-12.038191,-2.4839942,-6.6857424,0.20061965,1.3775651,-2.6585026,-0.9851178,-0.56275725,-4.925611,-1.6203717,1.8997964,-3.1085896,-3.4890227,-2.039305,-0.46564415,-0.28784984,-4.2329707,-2.5108054,-2.5982285,-1.19438,-3.6296718,-3.1349344,-1.8537582,-1.8347671,-2.5643566,-1.5208462,-0.4445579,-1.4456879,-2.3961906,-1.7178907,-2.4171703,-1.7588862,disgust
-514.209,61.11099,-6.6934342,7.1199026,-13.141234,1.2704731,-7.1054397,-1.4572971,-14.000561,-11.953342,-9.292232,-6.934684,-2.6210892,-3.2895591,-4.987305,-4.1747746,-6.0994916,-3.7757707,-4.4687943,-5.4645267,-3.2506158,-3.0818264,-3.6509378,-3.6711717,-6.2665567,-4.2208433,-2.699909,-0.6264897,-1.1072104,1.4303036,-0.10461369,-1.1342995,0.0954577,1.3791199,1.6989284,0.99811924,0.8109165,1.6929276,1.2847501,1.3576837,disgust
-520.6225,55.43349,-12.775218,10.560292,-9.087996,3.5373576,-11.609045,-4.7857094,-18.184767,-8.228541,-6.405702,-6.278636,-1.5957088,-5.6947083,-4.2176356,-5.55694,-7.47973,-1.9386894,-0.0055709244,-4.320508,-5.3025002,-1.3300273,-4.3328524,-5.4580135,-4.096959,-3.4061751,-3.090389,0.13414863,-1.757933,-1.2680141,-0.70551,-0.3679366,-2.1426368,-1.0224644,-1.749008,-0.66482055,0.81203675,0.5767865,1.0542487,1.3441029,disgust
-549.6085,59.821617,3.9864705,18.777025,-10.736347,5.5345683,-5.5263953,0.86579305,-15.8455925,-6.6470613,-3.756177,-5.951642,-7.9454813,-2.542404,-4.653846,-4.914611,-10.318491,-3.593976,-2.6604443,-7.7348866,-8.120424,-4.060011,-3.7713134,-3.6073382,-6.726686,-4.2788835,-4.7653785,-4.3350143,-4.528187,-3.6636276,-2.0937474,-0.86279595,-3.3464916,1.7574973,0.7343597,-0.067696884,0.30800095,-0.06949976,-1.2766628,-1.6470081,disgust
